tconst,characters,primaryTitle,startYear
tt0772145,"[""Wolverine""]",Wolverine and the X-Men,2008
tt0772145,"[""Telford Porter""]",Wolverine and the X-Men,2008
tt0773262,"[""Dexter Morgan""]",Dexter,2006
tt0773262,"[""Debra Morgan""]",Dexter,2006
tt0773262,"[""Sgt. Angel Batista""]",Dexter,2006
tt0801425,"[""Detective Brett Hopper""]",Day Break,2006
tt0801425,"[""Rita Shelten""]",Day Break,2006
tt0801425,"[""Andrea Battle""]",Day Break,2006
tt0804503,"[""Don Draper""]",Mad Men,2007
tt0804503,"[""Peggy Olson""]",Mad Men,2007
tt0804503,"[""Pete Campbell""]",Mad Men,2007
tt0805661,"[""Tommy Donnelly""]",The Black Donnellys,2007
tt0805661,"[""Jimmy Donnelly""]",The Black Donnellys,2007
tt0805661,"[""Jenny Reilly""]",The Black Donnellys,2007
tt0807832,"[""Ginko""]",Mushi-Shi,2005
tt0807832,"[""Ginko""]",Mushi-Shi,2005
tt0807832,\N,Mushi-Shi,2005
tt0810788,"[""Michael Westen""]",Burn Notice,2007
tt0810788,"[""Fiona Glenanne""]",Burn Notice,2007
tt0810788,"[""Sam Axe""]",Burn Notice,2007
tt0835434,"[""Dr. Paul Weston""]",In Treatment,2008
tt0835434,"[""Dr. Brooke Taylor""]",In Treatment,2008
tt0835434,"[""Dr. Gina Toll""]",In Treatment,2008
tt0840196,"[""Elizabeth 'Effy' Stonem""]",Skins,2007
tt0840196,"[""Effy""]",Skins,2007
tt0840196,"[""Tony""]",Skins,2007
tt0852863,"[""Phineas Flynn""]",Phineas and Ferb,2007
tt0852863,"[""Additional Voices""]",Phineas and Ferb,2007
tt0852863,"[""Crowd""]",Phineas and Ferb,2007
tt0865409,"[""Xander Crews""]",Frisky Dingo,2006
tt0865409,"[""Killface""]",Frisky Dingo,2006
tt0865409,"[""Wendell Stamps""]",Frisky Dingo,2006
tt0866442,"[""Kenny Powers""]",Eastbound & Down,2009
tt0866442,"[""Stevie Janowski""]",Eastbound & Down,2009
tt0866442,"[""April Buchanon""]",Eastbound & Down,2009
tt0874608,"[""DI Robert Lewis""]",Inspector Lewis,2006
tt0874608,"[""DS James Hathaway""]",Inspector Lewis,2006
tt0874608,"[""DI James Hathaway""]",Inspector Lewis,2006
tt0874936,"[""Detective Charlie Crews""]",Life,2007
tt0874936,"[""Dani Reese""]",Life,2007
tt0874936,"[""Ted Earley""]",Life,2007
tt0877057,"[""Light Yagami""]",Death Note,2006
tt0877057,"[""Light Yagami""]",Death Note,2006
tt0877057,"[""Touta Matsuda""]",Death Note,2006
tt0883772,"[""Ele Mesmo""]",Man vs. Wild,2006
tt0883772,"[""Self""]",Man vs. Wild,2006
tt0898266,"[""Leonard Hofstadter""]",The Big Bang Theory,2007
tt0898266,"[""Sheldon Cooper""]",The Big Bang Theory,2007
tt0898266,"[""Penny""]",The Big Bang Theory,2007
tt0903747,"[""Walter White""]",Breaking Bad,2008
tt0903747,"[""Jesse Pinkman""]",Breaking Bad,2008
tt0903747,"[""Skyler White""]",Breaking Bad,2008
tt0904208,"[""Hank Moody""]",Californication,2007
tt0904208,"[""Karen""]",Californication,2007
tt0904208,"[""Charlie Runkle""]",Californication,2007
tt0914387,"[""Patty Hewes""]",Damages,2007
tt0914387,"[""Ellen Parsons""]",Damages,2007
tt0914387,"[""Tom Shayes""]",Damages,2007
tt0925266,"[""Ned""]",Pushing Daisies,2007
tt0925266,"[""Charlotte 'Chuck' Charles""]",Pushing Daisies,2007
tt0925266,"[""Emerson Cod""]",Pushing Daisies,2007
tt0934814,"[""Chuck Bartowski""]",Chuck,2007
tt0934814,"[""Sarah Walker""]",Chuck,2007
tt0934814,"[""Morgan Grimes""]",Chuck,2007
tt0944947,"[""Daenerys Targaryen""]",Game of Thrones,2011
tt0944947,"[""Tyrion Lannister""]",Game of Thrones,2011
tt0944947,"[""Jon Snow""]",Game of Thrones,2011
tt0948103,"[""Simon""]",Gurren Lagann,2007
tt0948103,"[""Bûta""]",Gurren Lagann,2007
tt0948103,"[""Boota""]",Gurren Lagann,2007
tt0948538,"[""Dan Vasser""]",Journeyman,2007
tt0948538,"[""Katie Vasser""]",Journeyman,2007
tt0948538,"[""Livia Beale""]",Journeyman,2007
tt0974077,"[""Miss Matty Jenkyns""]",Cranford,2007
tt0974077,"[""Miss Pole""]",Cranford,2007
tt0974077,"[""Mrs Forrester""]",Cranford,2007
tt0976192,"[""Peter Parker""]",The Spectacular Spider-Man,2008
tt0976192,"[""Spider-Man""]",The Spectacular Spider-Man,2008
tt0976192,"[""Gwen Stacy""]",The Spectacular Spider-Man,2008
tt0979432,"[""Enoch 'Nucky' Thompson""]",Boardwalk Empire,2010
tt0979432,"[""Margaret Thompson""]",Boardwalk Empire,2010
tt0979432,"[""Margaret Schroeder""]",Boardwalk Empire,2010
tt0983983,"[""Shaun""]",Shaun the Sheep,2007
tt0983983,"[""Timmy""]",Shaun the Sheep,2007
tt0983983,"[""The Pigs""]",Shaun the Sheep,2007
tt0985344,"[""Raki""]",Claymore,2007
tt0985344,"[""Claire""]",Claymore,2007
tt0985344,"[""Clare""]",Claymore,2007
tt0988824,"[""Iruka, Shino, Madara, Obito""]",Naruto: Shippuden,2007
tt0988824,"[""Naruto Uzumaki""]",Naruto: Shippuden,2007
tt0988824,"[""Akamaru""]",Naruto: Shippuden,2007
tt1001482,"[""Tara Gregson""]",United States of Tara,2009
tt1001482,"[""Max Gregson""]",United States of Tara,2009
tt1001482,"[""Charmaine Craine""]",United States of Tara,2009
tt10050772,"[""Various""]",I Think You Should Leave with Tim Robinson,2019
tt10050772,"[""Baby of the Year Host""]",I Think You Should Leave with Tim Robinson,2019
tt10050772,"[""Danny Green""]",I Think You Should Leave with Tim Robinson,2019
tt1008108,"[""DCI Gene Hunt""]",Ashes to Ashes,2008
tt1008108,"[""DI Alex Drake""]",Ashes to Ashes,2008
tt1008108,"[""DS Ray Carling""]",Ashes to Ashes,2008
tt10166602,"[""Victor Salazar""]","Love, Victor",2020
tt10166602,"[""Mia Brooks""]","Love, Victor",2020
tt10166602,"[""Felix Weston""]","Love, Victor",2020
tt10183988,"[""Julie Molina""]",Julie and the Phantoms,2020
tt10183988,"[""Luke Patterson""]",Julie and the Phantoms,2020
tt10183988,"[""Alex Mercer""]",Julie and the Phantoms,2020
tt10233448,"[""Thorfinn""]",Vinland Saga,2019
tt10233448,"[""Atli""]",Vinland Saga,2019
tt10233448,"[""Fox""]",Vinland Saga,2019
tt10314462,"[""Zoey""]",Zoey's Extraordinary Playlist,2020
tt10314462,"[""Max""]",Zoey's Extraordinary Playlist,2020
tt10314462,"[""Mo""]",Zoey's Extraordinary Playlist,2020
tt10482560,"[""Kipo Oak""]",Kipo and the Age of Wonderbeasts,2020
tt10482560,"[""Wolf""]",Kipo and the Age of Wonderbeasts,2020
tt10482560,"[""Mandu""]",Kipo and the Age of Wonderbeasts,2020
tt1051155,"[""Narrator""]",The Universe,2007
tt1051155,"[""JPL""]",The Universe,2007
tt1051155,"[""Self - NASA""]",The Universe,2007
tt10590066,"[""Siegfried Farnon""]",All Creatures Great and Small,2020
tt10590066,"[""Mrs. Hall""]",All Creatures Great and Small,2020
tt10590066,"[""James Herriot""]",All Creatures Great and Small,2020
tt1064899,"[""Teresa Mendoza""]",Queen of the South,2016
tt1064899,"[""Pote Galvez""]",Queen of the South,2016
tt1064899,"[""James Valdez""]",Queen of the South,2016
tt1073507,"[""Henry Pollard""]",Party Down,2009
tt1073507,"[""Ron Donald""]",Party Down,2009
tt1073507,"[""Kyle Bradway""]",Party Down,2009
tt1077744,"[""Laura Timmins""]",Lark Rise to Candleford,2008
tt1077744,"[""Adult Laura""]",Lark Rise to Candleford,2008
tt1077744,"[""Dorcas Lane""]",Lark Rise to Candleford,2008
tt10801534,"[""Liquored Up Man at Bar""]",How to with John Wilson,2020
tt10801534,"[""TikTok Boy""]",How to with John Wilson,2020
tt10850932,"[""Ri Jeong-hyeok""]",Crash Landing on You,2019
tt10850932,"[""Yoon Se-ri""]",Crash Landing on You,2019
tt10850932,"[""Seo Dan""]",Crash Landing on You,2019
tt1086191,"[""Pete Brockman""]",Outnumbered,2007
tt1086191,"[""Ben Brockman""]",Outnumbered,2007
tt1086191,"[""Karen Brockman""]",Outnumbered,2007
tt1091909,"[""Detective William Murdoch""]",Murdoch Mysteries,2008
tt1091909,"[""Inspector William Murdoch""]",Murdoch Mysteries,2008
tt1091909,"[""Inspector Thomas Brackenreid""]",Murdoch Mysteries,2008
tt10919420,"[""Seong Gi-hoon""]",Squid Game,2021
tt10919420,"[""Hwang Jun-ho""]",Squid Game,2021
tt10919420,"[""Game Guide""]",Squid Game,2021
tt1094229,"[""Amy Fleming""]",Heartland,2007
tt1094229,"[""Amy""]",Heartland,2007
tt1094229,"[""Samantha Louise 'Lou' Fleming""]",Heartland,2007
tt10982034,"[""Jason Ross""]",Trying,2020
tt10982034,"[""Nikki Newman""]",Trying,2020
tt10982034,"[""Karen Newman""]",Trying,2020
tt10986410,"[""Leslie Higgins""]",Ted Lasso,2020
tt10986410,"[""Ted Lasso""]",Ted Lasso,2020
tt10986410,"[""Rebecca Welton""]",Ted Lasso,2020
tt11052470,"[""Jo Sang-goo""]",Move to Heaven,2021
tt11052470,"[""Oh Mi Ran""]",Move to Heaven,2021
tt11052470,"[""Geu Ru""]",Move to Heaven,2021
tt11126994,"[""Jayce""]",Arcane,2021
tt11126994,"[""Workshop Owner""]",Arcane,2021
tt11126994,"[""Vi""]",Arcane,2021
tt11147852,"[""Caiman""]",Dorohedoro,2020
tt11147852,"[""Nikaido""]",Dorohedoro,2020
tt11147852,"[""En""]",Dorohedoro,2020
tt1119644,"[""Olivia Dunham""]",Fringe,2008
tt1119644,"[""Alternate Olivia Dunham""]",Fringe,2008
tt1119644,"[""William Bell""]",Fringe,2008
tt11204260,"[""Arabella""]",I May Destroy You,2020
tt11204260,"[""Terry""]",I May Destroy You,2020
tt11204260,"[""Kwame""]",I May Destroy You,2020
tt11239552,"[""Park Sae Ro Yi""]",Itaewon Class,2020
tt11239552,"[""Jo Yi Seo""]",Itaewon Class,2020
tt11239552,"[""Jang Dae-hee""]",Itaewon Class,2020
tt1124373,"[""Jackson 'Jax' Teller""]",Sons of Anarchy,2008
tt1124373,"[""Gemma Teller Morrow""]",Sons of Anarchy,2008
tt1124373,"[""Robert 'Bobby Elvis' Munson""]",Sons of Anarchy,2008
tt11301642,"[""Meryem""]",Ethos,2020
tt11301642,"[""Yasin""]",Ethos,2020
tt11301642,"[""Ruhiye""]",Ethos,2020
tt1137462,"[""King Silas Benjamin""]",Kings,2009
tt1137462,"[""David Shepherd""]",Kings,2009
tt1137462,"[""Queen Rose Benjamin""]",Kings,2009
tt1138475,"[""Codex""]",The Guild,2007
tt1138475,"[""Cyd Sherman""]",The Guild,2007
tt1138475,"[""Zaboo""]",The Guild,2007
tt11398870,"[""Pervin El Kaddouri""]",Caliphate,2020
tt11398870,"[""Husam El Kaddouri""]",Caliphate,2020
tt11398870,"[""Fatima Zukic""]",Caliphate,2020
tt11639414,"[""Universe Simulator""]",The Midnight Gospel,2020
tt11639414,"[""Pyro Moth""]",The Midnight Gospel,2020
tt11639414,"[""Carl Tronch""]",The Midnight Gospel,2020
tt11712058,"[""Mike McLusky""]",Mayor of Kingstown,2021
tt11712058,"[""Ian""]",Mayor of Kingstown,2021
tt11712058,"[""Deverin 'Bunny' Washington""]",Mayor of Kingstown,2021
tt11769304,"[""Lee Ik Joon""]",Hospital Playlist,2020
tt11769304,"[""Ahn Jeong Won""]",Hospital Playlist,2020
tt11769304,"[""Kim Joon-wan""]",Hospital Playlist,2020
tt1178522,"[""Amy Dorrit""]",Little Dorrit,2008
tt1178522,"[""Arthur Clennam""]",Little Dorrit,2008
tt1178522,"[""Mr. Dorrit""]",Little Dorrit,2008
tt11815682,"[""Deborah Vance""]",Hacks,2021
tt11815682,"[""Ava Daniels""]",Hacks,2021
tt11815682,"[""Marcus""]",Hacks,2021
tt11854694,"[""Himmat Singh""]",Special OPS,2020
tt11854694,"[""Farooq Ali""]",Special OPS,2020
tt11854694,"[""Saroj""]",Special OPS,2020
tt1190634,"[""Billy Butcher""]",The Boys,2019
tt1190634,"[""Hughie Campbell""]",The Boys,2019
tt1190634,"[""Homelander""]",The Boys,2019
tt1196946,"[""Patrick Jane""]",The Mentalist,2008
tt1196946,"[""Teresa Lisbon""]",The Mentalist,2008
tt1196946,"[""Kimball Cho""]",The Mentalist,2008
tt12063450,"[""Fushi""]",To Your Eternity,2021
tt12063450,"[""Fushi""]",To Your Eternity,2021
tt12063450,"[""The Observer""]",To Your Eternity,2021
tt12074628,"[""Pim""]",Smiling Friends,2020
tt12074628,"[""Allan""]",Smiling Friends,2020
tt12074628,"[""Alan""]",Smiling Friends,2020
tt1219024,"[""Richard Castle""]",Castle,2009
tt1219024,"[""Joe Flynn""]",Castle,2009
tt1219024,"[""Kate Beckett""]",Castle,2009
tt12197698,"[""Sophie Devereaux""]",Leverage: Redemption,2021
tt12197698,"[""Eliot Spencer""]",Leverage: Redemption,2021
tt12197698,"[""Parker""]",Leverage: Redemption,2021
tt1220617,"[""Will McKenzie""]",The Inbetweeners,2008
tt1220617,"[""Jay Cartwright""]",The Inbetweeners,2008
tt1220617,"[""Neil Sutherland""]",The Inbetweeners,2008
tt12343534,"[""Yuji Itadori""]",Jujutsu Kaisen,2020
tt12343534,"[""Yuuji Itadori""]",Jujutsu Kaisen,2020
tt12343534,"[""Yuji Itadori (voice)""]",Jujutsu Kaisen,2020
tt1235099,"[""Dr. Cal Lightman""]",Lie to Me,2009
tt1235099,"[""Dr. Gillian Foster""]",Lie to Me,2009
tt1235099,"[""Eli Loker""]",Lie to Me,2009
tt1235547,"[""Ted Crisp""]",Better Off Ted,2009
tt1235547,"[""Veronica Palmer""]",Better Off Ted,2009
tt1235547,"[""Linda Zwordling""]",Better Off Ted,2009
tt12369754,"[""David Tennant""]",Staged,2020
tt12369754,"[""William Shakespeare""]",Staged,2020
tt12369754,"[""Michael Sheen""]",Staged,2020
tt12392504,"[""Harshad Mehta""]",Scam 1992: The Harshad Mehta Story,2020
tt12392504,"[""Sucheta Dalal""]",Scam 1992: The Harshad Mehta Story,2020
tt12392504,"[""Ashwin Mehta""]",Scam 1992: The Harshad Mehta Story,2020
tt12411074,"[""Maggie Mckillop""]",Paranormal,2020
tt12411074,"[""Wahbi""]",Paranormal,2020
tt12411074,"[""Huwaida Abdel Moniem""]",Paranormal,2020
tt12585152,"[""Amos Ammonite""]",Down to Earth with Zac Efron,2020
tt12585152,"[""Carl the Coral""]",Down to Earth with Zac Efron,2020
tt12585152,"[""Flamey""]",Down to Earth with Zac Efron,2020
tt1266020,"[""Leslie Knope""]",Parks and Recreation,2009
tt1266020,"[""Jerry Gergich""]",Parks and Recreation,2009
tt1266020,"[""Ron Swanson""]",Parks and Recreation,2009
tt1270367,"[""Don Danbury""]",How Not to Live Your Life,2007
tt1270367,"[""Eddie Singh""]",How Not to Live Your Life,2007
tt1270367,"[""Mrs. Treacher""]",How Not to Live Your Life,2007
tt12714854,"[""Dr. Kaushik Oberoi""]",Mumbai Diaries 26/11,2021
tt12714854,"[""Dr. Chitra Das""]",Mumbai Diaries 26/11,2021
tt12714854,"[""Ananya Ghosh""]",Mumbai Diaries 26/11,2021
tt1279972,"[""LaDonna Batiste-Williams""]",Treme,2010
tt1279972,"[""Delmond Lambreaux""]",Treme,2010
tt1279972,"[""Janette Desautel""]",Treme,2010
tt12867810,"[""Seo Dal Mi""]",Start-Up,2020
tt12867810,"[""Nam Do San""]",Start-Up,2020
tt12867810,"[""Han Ji-pyung""]",Start-Up,2020
tt1299368,"[""Officer John Cooper""]",Southland,2009
tt1299368,"[""Detective Sammy Bryant""]",Southland,2009
tt1299368,"[""Officer Sammy Bryant""]",Southland,2009
tt13024974,"[""Ahn Joon-ho""]",D.P.,2021
tt13024974,"[""Park Beom-goo""]",D.P.,2021
tt13024974,"[""Im Ji-sup""]",D.P.,2021
tt1305826,"[""Jake""]",Adventure Time,2010
tt1305826,"[""Additional Voices""]",Adventure Time,2010
tt1305826,"[""Banana Guards""]",Adventure Time,2010
tt13138834,"[""Marie-Louise O'Dell""]",Time,2021
tt13138834,"[""Mark Cobden""]",Time,2021
tt13138834,"[""Orla O'Riordan""]",Time,2021
tt13206988,"[""Mathi""]",Paava Kadhaigal,2020
tt13206988,"[""Janakiraman""]",Paava Kadhaigal,2020
tt13206988,"[""Aadhilakshmi""]",Paava Kadhaigal,2020
tt13273826,"[""So Moon""]",The Uncanny Counter,2020
tt13273826,"[""Ga Mo-tak""]",The Uncanny Counter,2020
tt13273826,"[""Do Ha-na""]",The Uncanny Counter,2020
tt13274038,"[""Lim Ju Kyung""]",True Beauty,2020
tt13274038,"[""Lee Soo Ho""]",True Beauty,2020
tt13274038,"[""Han Seo Jun""]",True Beauty,2020
tt13293588,"[""Rudeus Greyrat""]",Mushoku Tensei: Jobless Reincarnation,2021
tt13293588,"[""Rudeus Greyrat (thought voice)""]",Mushoku Tensei: Jobless Reincarnation,2021
tt13293588,"[""Sylphiette""]",Mushoku Tensei: Jobless Reincarnation,2021
tt13304700,"[""Im Soo-ho""]",Snowdrop,2021
tt13304700,"[""Eun Young-ro""]",Snowdrop,2021
tt13304700,"[""Joo Gyeok-chan""]",Snowdrop,2021
tt13409432,"[""Bojji""]",Ranking of Kings,2021
tt13409432,"[""Kage""]",Ranking of Kings,2021
tt13409432,"[""Kage""]",Ranking of Kings,2021
tt13433812,"[""Vincenzo Cassano""]",Vincenzo,2021
tt13433812,"[""Park Joo-hyeong""]",Vincenzo,2021
tt13433812,"[""Hong Cha-yeong""]",Vincenzo,2021
tt1344204,"[""Alex Moran""]",Blue Mountain State,2010
tt1344204,"[""Thad Castle""]",Blue Mountain State,2010
tt1344204,"[""Sammy Cacciatore""]",Blue Mountain State,2010
tt1355642,"[""Narrator""]",Fullmetal Alchemist: Brotherhood,2009
tt1355642,"[""Father""]",Fullmetal Alchemist: Brotherhood,2009
tt1355642,"[""Homunculus""]",Fullmetal Alchemist: Brotherhood,2009
tt1358522,"[""Neal Caffrey""]",White Collar,2009
tt1358522,"[""Peter Burke""]",White Collar,2009
tt1358522,"[""Mozzie""]",White Collar,2009
tt13623580,"[""Bear Smallhill""]",Reservation Dogs,2021
tt13623580,"[""Elora Danan Postoak""]",Reservation Dogs,2021
tt13623580,"[""Willie Jack""]",Reservation Dogs,2021
tt13675832,"[""Yilmaz""]",As If,2021
tt13675832,"[""Dominus""]",As If,2021
tt13675832,"[""Ilkkan""]",As If,2021
tt1399664,"[""Jonathan Pine""]",The Night Manager,2016
tt1399664,"[""Angela Burr""]",The Night Manager,2016
tt1399664,"[""Sandy Langbourne""]",The Night Manager,2016
tt1400819,"[""Various""]",Horrible Histories,2009
tt1400819,"[""Presenter - History's Craziest Fools""]",Horrible Histories,2009
tt1400819,"[""George IV""]",Horrible Histories,2009
tt1409055,"[""Son Gokû""]",Dragon Ball Z Kai,2009
tt1409055,"[""Son Gohan""]",Dragon Ball Z Kai,2009
tt1409055,"[""Son Goten""]",Dragon Ball Z Kai,2009
tt1416765,"[""Adam Braverman""]",Parenthood,2010
tt1416765,"[""Sarah Braverman""]",Parenthood,2010
tt1416765,"[""Crosby Braverman""]",Parenthood,2010
tt14218830,"[""Janine Teagues""]",Abbott Elementary,2021
tt14218830,"[""Gregory Eddie""]",Abbott Elementary,2021
tt14218830,"[""Ava Coleman""]",Abbott Elementary,2021
tt1430509,"[""DCI George Gently""]",Inspector George Gently,2007
tt1430509,"[""DS John Bacchus""]",Inspector George Gently,2007
tt1430509,"[""DI John Bacchus""]",Inspector George Gently,2007
tt1439629,"[""Jeff Winger""]",Community,2009
tt1439629,"[""Wingman""]",Community,2009
tt1439629,"[""Abed Nadir""]",Community,2009
tt1442437,"[""Jay Pritchett""]",Modern Family,2009
tt1442437,"[""Gloria Delgado-Pritchett""]",Modern Family,2009
tt1442437,"[""Claire Dunphy""]",Modern Family,2009
tt1442449,"[""Spartacus""]",Spartacus,2010
tt1442449,"[""Lucretia""]",Spartacus,2010
tt1442449,"[""Crixus""]",Spartacus,2010
tt1442462,"[""Alicia Florrick""]",The Good Wife,2009
tt1442462,"[""Peter Florrick""]",The Good Wife,2009
tt1442462,"[""Will Gardner""]",The Good Wife,2009
tt14479078,"[""Jayant Parekh""]",Candy,2021
tt14479078,"[""Ratna Sankhwar""]",Candy,2021
tt14479078,"[""Money Ranaut""]",Candy,2021
tt14518756,"[""Yoon Hye Jin""]",Hometown Cha-Cha-Cha,2021
tt14518756,"[""Hong Doo-shik""]",Hometown Cha-Cha-Cha,2021
tt14518756,"[""Choi Geum Cheol""]",Hometown Cha-Cha-Cha,2021
tt14664414,"[""Wilhelm""]",Young Royals,2021
tt14664414,"[""Simon""]",Young Royals,2021
tt14664414,"[""August""]",Young Royals,2021
tt1474684,"[""DCI John Luther""]",Luther,2010
tt1474684,"[""DSU Martin Schenk""]",Luther,2010
tt1474684,"[""DCI Martin Schenk""]",Luther,2010
tt1475582,"[""Sherlock Holmes""]",Sherlock,2010
tt1475582,"[""Dr. John Watson""]",Sherlock,2010
tt1475582,"[""Mrs. Hudson""]",Sherlock,2010
tt1476750,"[""Josephine Pratchett""]",River Monsters,2009
tt1480684,"[""Pete Eckhart""]",The League,2009
tt1480684,"[""Pete""]",The League,2009
tt1480684,"[""Taco""]",The League,2009
tt1486217,"[""Sterling Archer""]",Archer,2009
tt1486217,"[""Bob Belcher""]",Archer,2009
tt1486217,"[""Cheryl Tunt""]",Archer,2009
tt1489428,"[""Raylan Givens""]",Justified,2010
tt1489428,"[""Art Mullen""]",Justified,2010
tt1489428,"[""Ava Crowder""]",Justified,2010
tt1492179,"[""Sgt. Michael Stonebridge""]",Strike Back,2010
tt1492179,"[""Self""]",Strike Back,2010
tt1492179,"[""Sgt. Damien Scott""]",Strike Back,2010
tt1492966,"[""Louie""]",Louie,2010
tt1492966,"[""Lilly""]",Louie,2010
tt1492966,"[""Jane""]",Louie,2010
tt1493239,"[""Hank Dolworth""]",Terriers,2010
tt1493239,"[""Britt Pollack""]",Terriers,2010
tt1493239,"[""Katie Nichols""]",Terriers,2010
tt15026724,"[""Choi Woong""]",Our Beloved Summer,2021
tt15026724,"[""Gook Yeon-soo""]",Our Beloved Summer,2021
tt15026724,"[""NJ""]",Our Beloved Summer,2021
tt1515193,"[""Cathy Jamison""]",The Big C,2010
tt1515193,"[""Paul Jamison""]",The Big C,2010
tt1515193,"[""Adam Jamison""]",The Big C,2010
tt1520211,"[""Rick Grimes""]",The Walking Dead,2010
tt1520211,"[""Radio Personality""]",The Walking Dead,2010
tt1520211,"[""Daryl Dixon""]",The Walking Dead,2010
tt1526318,"[""Birgitte Nyborg""]",Borgen,2010
tt1526318,"[""Birgitte Nyborg Christensen""]",Borgen,2010
tt1526318,"[""Katrine Fønsmark""]",Borgen,2010
tt1530541,"[""Nina Proudman""]",Offspring,2010
tt1530541,"[""Billie Proudman""]",Offspring,2010
tt1530541,"[""Jimmy Proudman""]",Offspring,2010
tt1533435,"[""Miranda""]",Miranda,2009
tt1533435,"[""Penny""]",Miranda,2009
tt1533435,"[""Stevie""]",Miranda,2009
tt1534360,"[""Ezel Bayraktar""]",Ezel,2009
tt1534360,"[""Eysan Atay""]",Ezel,2009
tt1534360,"[""Cengiz Atay""]",Ezel,2009
tt1548850,"[""Curtis Donovan""]",Misfits,2009
tt1548850,"[""Rudy Wade""]",Misfits,2009
tt1548850,"[""Simon Bellamy""]",Misfits,2009
tt1561755,"[""Bob Belcher""]",Bob's Burgers,2011
tt1561755,"[""Jimmy Jr.""]",Bob's Burgers,2011
tt1561755,"[""Bob""]",Bob's Burgers,2011
tt1567254,"[""Dan Stark""]",The Good Guys,2010
tt1567254,"[""Jack Bailey""]",The Good Guys,2010
tt1567254,"[""A.D.A. Liz Traynor""]",The Good Guys,2010
tt1586680,"[""Fiona Gallagher""]",Shameless,2011
tt1586680,"[""Frank Gallagher""]",Shameless,2011
tt1586680,"[""Jerry Gallagher""]",Shameless,2011
tt1587000,"[""Cleaver Greene""]",Rake,2010
tt1587000,"[""David Potter""]",Rake,2010
tt1587000,"[""Nicole""]",Rake,2010
tt1606375,"[""Robert Crawley, Earl of Grantham""]",Downton Abbey,2010
tt1606375,"[""Mrs. Hughes""]",Downton Abbey,2010
tt1606375,"[""Cora Crawley, Countess of Grantham""]",Downton Abbey,2010
tt1610527,"[""Blake Henderson""]",Workaholics,2011
tt1610527,"[""Adam DeMamp""]",Workaholics,2011
tt1610527,"[""Adam Demamp""]",Workaholics,2011
tt1615919,"[""Jimmy Chance""]",Raising Hope,2010
tt1615919,"[""Virginia Chance""]",Raising Hope,2010
tt1615919,"[""Burt Chance""]",Raising Hope,2010
tt1621748,"[""Mark Lilly""]",Ugly Americans,2010
